injury_status,practice_description,team,last_name,birth_country,search_full_name,sport,gsis_id,high_school,depth_chart_position,college,first_name,active,birth_state,news_updated,full_name,rotoworld_id,age,weight,swish_id,depth_chart_order,status,competitions,team_abbr,injury_body_part,hashtag,search_last_name,height,number,player_id,search_first_name,birth_city,opta_id,injury_start_date,pandascore_id,sportradar_id,birth_date,fantasy_data_id,yahoo_id,team_changed_at,espn_id,years_exp,fantasy_positions,rotowire_id,search_rank,position,practice_participation,stats_id,metadata,oddsjam_id,injury_notes
,,,Savage-Lewis,,irasavagelewis,nfl, 00-0035459,Lamar (TX),,Baylor,Ira,True,,1596936345381.0,Ira Savage-Lewis,,25.0,290,,,Active,[],,,#irasavagelewis-NFL-FA-96,savagelewis,75,96.0,6338,ira,,,,,1435dd7d-3378-45ac-8b35-3ef9260afbaf,1996-02-06,21245.0,32517.0,,3128354.0,3.0,['DL'],14233.0,1702.0,NT,,,{'channel_id': '1116853234070192128'},,
,,,Harman,,trevorharman,nfl,,,,Shippensburg,Trevor,False,,,Trevor Harman,,25.0,194,,,Inactive,[],,,#trevorharman-NFL-FA-84,harman,"6'1""",84.0,2838,trevor,,,,,f88a2a48-b6b8-45d3-b29a-7a6c0f3f676b,1991-10-22,17306.0,28805.0,,3892580.0,0.0,['WR'],,9999999.0,WR,,870341.0,,,
,,DEN,McCalister,,tannermccalister,nfl,,Rockwall-Heath (TX),,Ohio State,Tanner,True,,1700936148306.0,Tanner McCalister,,24.0,191,1125661.0,,Active,[],,,#tannermccalister-NFL-DEN-30,mccalister,71,30.0,11353,tanner,,,,,b5fdb5c0-ec77-11ed-8372-71b34770f6bc,2000-01-27,,,,,1.0,['DB'],17348.0,9999999.0,DB,,,"{'channel_id': '1113708827166928896', 'rookie_year': '2023'}",63F9D5F54A03,
,,,Felton,,jeromefelton,nfl,,Sequoya (TN),,Furman,Jerome,False,,,Jerome Felton,,34.0,248,,,Inactive,[],,,#jeromefelton-NFL-FA-42,felton,"6'0""",42.0,25,jerome,,,,,865740d9-3838-4733-a0eb-52193f101c32,1986-07-03,733.0,8912.0,,11369.0,12.0,['RB'],5784.0,9999999.0,FB,,253055.0,,,
,,BAL,Ismail,,qadirismail,nfl,,John Carroll (MD),,Samford,Qadir,True,,1724948112661.0,Qadir Ismail,,27.0,215,1130004.0,,Active,[],,,#qadirismail-NFL-BAL-83,ismail,78,83.0,12267,qadir,,,,,d550d2a0-0bd8-11ef-a1f1-572fd46e4062,1997-02-17,,,,,0.0,['WR'],18407.0,312.0,WR,,,"{'channel_id': '1113708872591241216', 'rookie_year': '2024'}",86A712E833EB,
,,HOU,Green,,kenyongreen,nfl,,Atascocita (TX),OL,Texas A&M,Kenyon,True,,1716738633418.0,Kenyon Green,,23.0,325,1180305.0,,Active,[],,,#kenyongreen-NFL-HOU-76,green,76,76.0,8447,kenyon,,,,,88ed591a-e082-4539-8fb5-7932a0dc9f9e,2001-03-15,,,,,2.0,['OL'],15932.0,9999999.0,OL,,,"{'channel_id': '1113708786293436416', 'rookie_year': '2022'}",7A5D81DC0276,
IR,,TEN,Davidson,,marlondavidson,nfl,,Greenville (AL),DL,Auburn,Marlon,True,,1723842608446.0,Marlon Davidson,,26.0,303,910591.0,,Inactive,[],,Biceps,#marlondavidson-NFL-TEN-90,davidson,75,90.0,6838,marlon,,,,,73afc75b-68f0-4cb0-823d-5bfe33969766,1998-05-11,21884.0,32717.0,,4035494.0,4.0,['DL'],14540.0,9999999.0,DE,,,"{'channel_id': '1113708832699215872', 'rookie_year': '2020'}",E4331C3D88AE,Strain
,,,Bailey,,danbailey,nfl,00-0028660,Southwest Covenant (OK),,Oklahoma State,Dan,True,,1615333556406.0,Dan Bailey,7144.0,33.0,190,,,Active,[],,,#danbailey-NFL-FA-5,bailey,72,5.0,899,dan,,,,,beb64618-614c-49f7-a3aa-c0c75b7839ea,1988-01-26,13109.0,25427.0,,14322.0,11.0,['K'],7546.0,169.0,K,,333899.0,{'channel_id': '1116853552954736640'},,
,,,Menet,,michalmenet,nfl,,Exeter (PA),,Penn State,Michal,True,,1620665467101.0,Michal Menet,,26.0,301,924260.0,,Active,[],,,#michalmenet-NFL-FA-72,menet,76,72.0,7759,michal,,,,,6cb85ce9-39d3-4453-9104-36adef874db1,1997-08-08,,,,,2.0,['OL'],15380.0,9999999.0,OL,,,{'channel_id': '1116853416702771200'},,
,,,Sasser,,budsasser,nfl,,,,Missouri,Bud,False,,,Bud Sasser,,,216,,,Inactive,[],,,#budsasser-NFL-FA-81,sasser,"6'2""",81.0,2502,bud,,,,,737b5578-eedf-46e8-9c7d-8ba9fe377e5a,,16961.0,,,2514129.0,0.0,['WR'],,9999999.0,WR,,553241.0,,,
,,DET,Fox,,jackfox,nfl, 00-0035156,Ladue Horton Watkins (MO),P,Rice,Jack,True,,1666979413138.0,Jack Fox,,28.0,218,878512.0,,Active,[],,,#jackfox-NFL-DET-3,fox,74,3.0,6523,jack,,,,,7141ec7a-4f3d-44a4-979e-6644ab9e8f7b,1996-09-01,21376.0,32358.0,,3916370.0,5.0,['P'],13715.0,9999999.0,P,,,"{'channel_id': '1113708812751106048', 'rookie_year': '2019'}",9B64F88E839F,
,,,Lynn,,artayviouslynn,nfl,,Parkway (LA),,TCU,Artayvious,True,,1630447252274.0,Artayvious Lynn,,25.0,258,913385.0,,Active,[],,,#artayviouslynn-NFL-FA-0,lynn,78,0.0,7864,artayvious,,,,,c3b8df6d-c6b7-43f0-a902-fbb7e70fa2e3,1996-03-13,,,,,1.0,['TE'],15326.0,,TE,,,{'channel_id': '1116853425422729216'},,
,,NYJ,Martinez,,adrianmartinez,nfl,,Clovis West (CA),,Kansas State,Adrian,True,,1724963464042.0,Adrian Martinez,,24.0,220,1107584.0,,Active,[],,,#adrianmartinez-NFL-NYJ-15,martinez,74,15.0,11065,adrian,,,,,e95a83c0-e6f6-11ed-88d6-7977d3a68019,2000-01-07,,,,,1.0,['QB'],17266.0,593.0,QB,,,"{'channel_id': '1116852648331444224', 'rookie_year': '2023'}",2F31DFC2DBEF,
,,MIA,Hines,,chasenhines,nfl,,Marshall (TX),,LSU,Chasen,True,,1686413147776.0,Chasen Hines,,24.0,335,1109988.0,,Active,[],,,#chasenhines-NFL-MIA-63,hines,75,63.0,8493,chasen,,,,,2e98ece3-0046-423d-aa8d-17b3790d11de,2000-04-03,,,,,2.0,['OL'],16012.0,9999999.0,G,,,"{'channel_id': '1113708736402190336', 'rookie_year': '2022'}",082CEAA5D2BC,
Questionable,,,Wren,,renellwren,nfl, 00-0035260,Lutheran (MO),,Arizona State,Renell,True,,1684272651567.0,Renell Wren,,28.0,315,820628.0,,Active,[],,Undisclosed,#renellwren-NFL-FA-79,wren,77,79.0,6157,renell,,,,,0ee41c7d-1afa-4ac7-ae6d-66e4da18052d,1995-10-23,20998.0,31957.0,,3128815.0,5.0,['DL'],13740.0,9999999.0,DT,,,"{'channel_id': '1116853209147637760', 'rookie_year': '2019'}",2174DD249F87,
,,PHI,Campbell,,parriscampbell,nfl, 00-0035639,St. Vincent-St. Mary (OH),,Ohio State,Parris,True,,1724885105687.0,Parris Campbell,14056.0,27.0,208,836104.0,,Active,[],,,#parriscampbell-NFL-PHI-80,campbell,72,80.0,5880,parris,,,,,db0c3b1c-8d18-435a-864a-cdd696f963b6,1997-07-16,21005.0,31891.0,,3121410.0,5.0,['WR'],13525.0,623.0,WR,,836104.0,"{'channel_id': '1113708718685450240', 'rookie_year': '2019'}",70BFB94EB510,
,,,Perry,,nickperry,nfl,00-0029408,Mackenzie (MI),,Southern California,Nick,False,,1553554229650.0,Nick Perry,7411.0,31.0,265,,,Inactive,[],,,#nickperry-NFL-FA-53,perry,75,53.0,1177,nick,,,,,204e0eb0-c5ef-4522-9056-393e2e5177ea,1990-04-12,14294.0,25738.0,,14929.0,10.0,['LB'],8135.0,9999999.0,LB,,459231.0,,,
,,,Knox,,coreyknox,nfl,,,,,Corey,False,,,Corey Knox,,,,,,Inactive,[],,,#coreyknox-NFL-FA-0,knox,,0.0,2933,corey,,,,,a7e1f49d-2185-4b0b-b6b2-3b94c497cef5,,17402.0,,,,,['RB'],,9999999.0,RB,,607506.0,,,
,,,Hall,,athall,nfl, 00-0035517,Brophy,,Stanford,A.T.,True,,1628274942843.0,A.T. Hall,,25.0,303,,,Active,[],,,#athall-NFL-FA-73,hall,76,73.0,6580,at,,,,,d5608d99-560e-4026-85cc-4ef79d1f1d27,1996-01-26,21359.0,32423.0,,3117248.0,3.0,['OL'],14202.0,9999999.0,OT,,,{'channel_id': '1116853274629111808'},,
,,,Jenkins,,janorisjenkins,nfl,00-0029681,Pahokee (FL),,North Alabama,Janoris,True,,1669684245693.0,Janoris Jenkins,6473.0,34.0,190,450935.0,,Active,[],,,#janorisjenkins-NFL-FA-28,jenkins,70,28.0,1203,janoris,,,,,be7e6d3f-a5d5-4ba9-b694-5bdacab75606,1988-10-29,14412.0,25749.0,,14974.0,11.0,['DB'],8164.0,9999999.0,CB,,,{'channel_id': '1116852711527022592'},,
,,,Scott,,timscott,nfl,00-0031754,Colonial Forge,,North Carolina,Tim,False,,1533919521550.0,Tim Scott,,28.0,195,,,Inactive,[],,,#timscott-NFL-FA-45,scott,71,45.0,2792,tim,,,,,6ba5ea17-2790-448e-9fb8-2d0d05ca955c,1993-01-25,17260.0,29021.0,,2577110.0,7.0,['DB'],10750.0,9999999.0,FS,,,,,
,,,Boyko,,brettboyko,nfl,00-0031646,St. Joseph (CAN),,Nevada-Las Vegas,Brett,False,,1534189541303.0,Brett Boyko,,29.0,301,,,Inactive,[],,,#brettboyko-NFL-FA-67,boyko,78,67.0,2953,brett,,,,,f43c9d6b-8caf-4f00-a0c2-bb1f73e70a86,1992-08-04,17429.0,28646.0,,2514505.0,7.0,['OL'],10764.0,9999999.0,OT,,,,,
,,,Olson,,gregolson,nfl,,,,,Greg,False,,,Greg Olson,9478.0,,,,,Inactive,[],,,#gregolson-NFL-FA-0,olson,,0.0,3965,greg,,,,,,,18799.0,,,,0.0,,,9999999.0,,,,,,
,,,Nelson,,scottnelson,nfl,,University of Detroit Jesuit (MI),,Wisconsin,Scott,True,,1693170940922.0,Scott Nelson,,24.0,205,1065395.0,,Active,[],,,#scottnelson-NFL-FA-37,nelson,70,37.0,8686,scott,,,,,14b92400-cd9d-11ec-b94f-57e6927758e6,1999-07-20,,,,,1.0,['DB'],16457.0,9999999.0,SS,,,{'channel_id': '1116853514891427840'},,
,,MIN,Mundt,,johnnymundt,nfl,00-0033246,Central Catholic (CA),TE,Oregon,Johnny,True,,1710177614458.0,Johnny Mundt,,29.0,233,740704.0,1.0,Active,[],,,#johnnymundt-NFL-MIN-86,mundt,76,86.0,4314,johnny,,,,,6414998b-5831-44aa-8bd8-39e42a323c2c,1994-11-23,19165.0,30373.0,,3052096.0,7.0,['TE'],12316.0,670.0,TE,,740704.0,"{'channel_id': '1113708709453787136', 'rookie_year': '2017'}",97B52E477916,
,,JAX,Jones,,macjones,nfl,,The Bolles School (FL),QB,Alabama,Mac,True,,1724815557991.0,Mac Jones,,25.0,220,973945.0,2.0,Active,[],,,#macjones-NFL-JAX-10,jones,75,10.0,7527,mac,,,,,1fd00ec3-b758-46d2-a2c1-cca521ea8a54,1998-09-05,,,,,3.0,['QB'],15402.0,533.0,QB,,,"{'channel_id': '1113708888517013505', 'rookie_year': '2021'}",25EE7C4D87C9,
,,,Kasitati,,nilakasitati,nfl,,Trinity (TX),,Oklahoma,Nila,True,,,Nila Kasitati,,28.0,315,,,Active,[],,,#nilakasitati-NFL-FA-62,kasitati,76,62.0,3875,nila,,,,,32d58744-06fb-40f3-b4b8-8d6b0f887406,1993-04-25,18697.0,30003.0,,2577460.0,6.0,['OL'],11086.0,9999999.0,G,,,{'channel_id': '1116852912937500672'},,
Questionable,,,Gillaspia,,cullengillaspia,nfl, 00-0035304,Taylor (TX),,Texas A&M,Cullen,True,,1668296436334.0,Cullen Gillaspia,,27.0,235,835830.0,,Inactive,[],,Knee,#cullengillaspia-NFL-FA-41,gillaspia,74,41.0,6293,cullen,,,,,1731325a-0303-4a56-81f5-3c4a588cf0d6,1995-05-12,21126.0,32052.0,,3122143.0,4.0,['RB'],13988.0,9999999.0,RB,,835830.0,{'channel_id': '1116853227048927232'},,Surgery
,,,Connolly,,danconnolly,nfl,,,,Southeast Missouri State,Dan,False,,,Dan Connolly,,34.0,313,,,Inactive,[],,,#danconnolly-NFL-FA-63,connolly,"6'4""",63.0,43,dan,,,,,b30e620b-1f67-450f-a499-95f59808baac,1982-09-02,1215.0,,,9298.0,9.0,['OL'],,9999999.0,G,,,,,
Questionable,,,Lamp,,forrestlamp,nfl,00-0033542,Venice (FL),,Western Kentucky,Forrest,True,,1666740315406.0,Forrest Lamp,12230.0,28.0,310,697436.0,,Inactive,[],,Undisclosed,#forrestlamp-NFL-FA-77,lamp,76,77.0,4094,forrest,,,,,0b699477-6801-4154-ad51-e8352a3bdac4,1994-02-21,18940.0,30151.0,,2981439.0,5.0,"['OG', 'OL']",11801.0,9999999.0,OL,,,{'channel_id': '1116852924337618944'},,
,,,Johnson,,davidjohnson,nfl,00-0026957,Pine Bluff (AR),,Arkansas State,David,False,,,David Johnson,,33.0,260,,,Inactive,[],,,#davidjohnson-NFL-FA-82,johnson,"6'2""",82.0,362,david,,,,,a2579c70-73d2-477a-b7f6-4ff09aa75364,1987-08-26,8508.0,9505.0,,12506.0,11.0,"['RB', 'TE']",6145.0,9999999.0,TE,,288291.0,,,
,,,Crawford,,jamescrawford,nfl,00-0034881,St. Thomas Aquinas (FL),,Illinois,James,True,,1598834760688.0,James Crawford,,27.0,239,,,Active,[],,,#jamescrawford-NFL-FA-57,crawford,74,57.0,5141,james,,,,,a84d5d5d-3fa3-483e-b737-6587971decc5,1994-12-02,20099.0,31785.0,,3042445.0,4.0,['LB'],13386.0,1417.0,LB,,740364.0,{'channel_id': '1116853060577001472'},,
,,,Warner,,troywarner,nfl,,Mission Hills (CA),,BYU,Troy,True,,,Troy Warner,,24.0,200,912821.0,,Active,[],,,#troywarner-NFL-FA-33,warner,73,33.0,8065,troy,,,,,d605a0ff-be2b-4e1c-9486-57dce43df0b6,1998-05-09,,,,,1.0,['DB'],15738.0,9999999.0,DB,,,{'channel_id': '1116853460965261312'},,
,,,Hill,,khalidhill,nfl,00-0034237,East English Village Prep Academy,,Michigan,Khalid,True,,1538524502827.0,Khalid Hill,,26.0,265,,,Inactive,[],,,#khalidhill-NFL-FA-40,hill,74,40.0,5560,khalid,,,,,cdbe5207-fdbe-42f0-a536-bed784aa9cea,1995-06-04,20568.0,31467.0,,3045222.0,4.0,['RB'],13161.0,9999999.0,FB,,740755.0,{'channel_id': '1116853122954690560'},,
,,MIA,Duck,,stormduck,nfl,,Boiling Springs (NC),LCB,Louisville,Storm,True,,,Storm Duck,,23.0,195,1168424.0,2.0,Active,[],,,#stormduck-NFL-MIA-36,duck,72,36.0,12147,storm,,,,,84cde2b0-07c2-11ef-95e1-89469c9b9880,2000-12-15,,,,,0.0,['DB'],18276.0,9999999.0,CB,,,"{'channel_id': '1113708738490953728', 'rookie_year': '2024'}",F5CAC333A14B,
,,,Heard,,braylonheard,nfl,,,,Kentucky,Braylon,False,,,Braylon Heard,,26.0,190,,,Inactive,[],,,#braylonheard-NFL-FA-40,heard,"5'11""",40.0,2768,braylon,,,,,5f38d656-6c53-47c9-be35-a4569a4bb43e,1991-10-11,17236.0,29194.0,,2514166.0,0.0,['RB'],,9999999.0,RB,,540627.0,,,
,,,Bundage,,calvinbundage,nfl,,Santa Fe (OK),,Oklahoma State,Calvin,True,,,Calvin Bundage,,23.0,220,,,Active,[],,,#calvinbundage-NFL-FA-33,bundage,73,33.0,7902,calvin,,,,,e58adf80-8e1d-4d9a-a605-619cb2fff852,1998-04-08,,,,,1.0,['LB'],15656.0,,LB,,,{'channel_id': '1116853432242667520'},,
,,,Peters,,othapeters,nfl,00-0033738,Covington (LA),,Louisiana-Lafayette,Otha,False,,1523664901518.0,Otha Peters,12850.0,27.0,228,,,Inactive,[],,,#othapeters-NFL-FA-52,peters,74,52.0,4675,otha,,,,,befe4b46-f918-4faf-a9ad-c034e990c0cb,1994-02-27,19576.0,30760.0,,2980070.0,5.0,['LB'],12471.0,9999999.0,ILB,,693830.0,,,
,,,Watford,,earlwatford,nfl,00-0030504,Simon Gratz (PA),,James Madison,Earl,True,,1634102405574.0,Earl Watford,8538.0,31.0,300,459946.0,,Active,[],,,#earlwatford-NFL-FA-0,watford,75,0.0,1580,earl,,,,,f6244333-6b6a-4e61-bc2c-cb6ffc2f318a,1990-06-24,15231.0,26739.0,,15901.0,9.0,['OL'],9092.0,9999999.0,OL,,,{'channel_id': '1116852747677728768'},,
,,,Howerton,,haydenhowerton,nfl,,Katy (TX),,SMU,Hayden,True,,,Hayden Howerton,,25.0,300,976680.0,,Active,[],,,#haydenhowerton-NFL-FA-75,howerton,75,75.0,8679,hayden,,,,,65d71c40-cca1-11ec-9e80-cff885fdbae7,1999-02-11,,,,,2.0,['OL'],,9999999.0,OL,,,"{'channel_id': '1116853513880600576', 'rookie_year': '2022'}",3DA71BA787AD,
,,,Unga,,uaniunga,nfl,,,MLB,BYU,Uani',False,,,Uani' Unga,,31.0,231,,3.0,Inactive,[],,,#uaniunga-NFL-FA-47,unga,"6'1""",47.0,3847,uani,,,,,,1987-12-28,18667.0,,,,2.0,['LB'],,9999999.0,ILB,,,,,
,,,Smith,,terrancesmith,nfl,00-0032820,Southwest DeKalb (GA),,Florida State,Terrance,True,,1648013117288.0,Terrance Smith,,28.0,235,595939.0,,Active,[],,,#terrancesmith-NFL-FA-0,smith,74,0.0,3417,terrance,,,,,dc447507-2380-494c-96c9-e0edb2679a3c,1993-05-03,18180.0,29885.0,,2576809.0,6.0,['LB'],11179.0,9999999.0,LB,,595939.0,{'channel_id': '1116852860298985472'},,
,,,Cooper,,robertcooper,nfl,,South Gwinnett (GA),,Florida State,Robert,True,,1692458704568.0,Robert Cooper,,24.0,335,1126005.0,,Active,[],,,#robertcooper-NFL-FA-94,cooper,74,94.0,11411,robert,,,,,6f27d660-f0fc-11ed-bc0a-3b3e002b29df,2000-07-16,,,,,1.0,['DL'],17602.0,9999999.0,NT,,,"{'channel_id': '1116852687019704320', 'rookie_year': '2023'}",E365A1DED11013DF,
,,,Tindal,,coreytindal,nfl,,,RCB,Marshall,Corey,False,,,Corey Tindal,,26.0,183,,3.0,Inactive,[],,,#coreytindal-NFL-FA-35,tindal,"5'9""",35.0,3807,corey,,,,,,1991-10-12,18622.0,29910.0,,3059866.0,0.0,['DB'],11381.0,9999999.0,CB,,,,,
,,CIN,Square,,damionsquare,nfl,00-0030148,Yates (TX),,Alabama,Damion,True,,1631667606019.0,Damion Square,,33.0,293,465620.0,,Active,[],,,#damionsquare-NFL-CIN-62,square,74,62.0,1334,damion,,,,,fc28047a-18cf-4431-9e1b-317db75c4495,1989-02-06,14851.0,27056.0,,16231.0,9.0,['DL'],9118.0,9999999.0,DT,,465620.0,{'channel_id': '1116852731651293184'},,
,,,Malena,,benmalena,nfl,,,,Texas A&M,Ben,False,,,Ben Malena,,25.0,195,,,Inactive,[],,,#benmalena-NFL-FA-33,malena,"5'8""",33.0,2065,ben,,,,,c408cc9f-6384-4c32-a839-84fce21c56be,1992-05-29,16367.0,28131.0,,17319.0,1.0,['RB'],9811.0,9999999.0,RB,,,,,
,,,Wallis,,davidwallis,nfl,,Croatan (NC),,Randolph-Macon,David,True,,1724785553598.0,David Wallis,,23.0,184,1513992.0,,Active,[],,,#davidwallis-NFL-FA-30,wallis,72,30.0,12421,david,,,,,74ea7000-21f5-11ef-888e-330ffa60495d,2001-08-08,,,,,0.0,['WR'],18410.0,436.0,WR,,,"{'channel_id': '1113708792719110144', 'rookie_year': '2024'}",AF677825BE15,
,,,Winbush,,anthonywinbush,nfl,00-0034157,Warren Central,,Ball State,Anthony,True,,,Anthony Winbush,13399.0,27.0,240,,,Active,[],,,#anthonywinbush-NFL-FA-56,winbush,73,56.0,5506,anthony,,,,,87c4fed4-d126-4c71-96ec-54d5d8d717bb,1994-12-18,20235.0,31355.0,,3042693.0,4.0,"['DL', 'LB']",12963.0,9999999.0,DE,,,{'channel_id': '1116853113773359104'},,
,,,Mayo,,jerodmayo,nfl,,Kecoughtan HS (VA),,Tennessee,Jerod,False,,,Jerod Mayo,4804.0,34.0,250,,,Inactive,[],,,#jerodmayo-NFL-FA-51,mayo,"6'1""",51.0,27,jerod,,,,,28a2a255-9227-4a5f-a4ec-0ee4b2bf629b,1986-02-23,761.0,8787.0,,11244.0,12.0,['LB'],5604.0,9999999.0,LB,,,,,
,,,Ume-Ezeoke,,valerianumeezeoke,nfl,,,,New Mexico State,Valerian,False,,,Valerian Ume-Ezeoke,,25.0,301,,,Inactive,[],,,#valerianumeezeoke-NFL-FA-61,umeezeoke,"6'2""",61.0,3006,valerian,,,,,d14c18e5-a9c1-41fc-a00e-6443b4122c4b,1993-02-14,17548.0,28831.0,,,1.0,['OL'],10755.0,9999999.0,C,,,,,
,,ATL,Matthews,,jessematthews,nfl,,Christian (CA),,San Diego State,Jesse,True,,1724946312528.0,Jesse Matthews,,25.0,190,1132122.0,,Active,[],,,#jessematthews-NFL-ATL-86,matthews,72,86.0,11452,jesse,,,,,bb2247d0-f32c-11ed-b83a-cd9705e84265,1999-08-12,,,,,1.0,['WR'],17568.0,452.0,WR,,,"{'channel_id': '1116852691004293120', 'rookie_year': '2023'}",BE6B0E1C9F43,
IR,,DET,Galvin,,connorgalvin,nfl,,Katy (TX),OL,Baylor,Connor,True,,1723513852199.0,Connor Galvin,,24.0,300,1129441.0,,Inactive,[],,Knee - MCL,#connorgalvin-NFL-DET-76,galvin,79,76.0,11063,connor,,,,,2e4269b0-e6ef-11ed-abca-c7a3a205e21d,2000-03-11,,,,,1.0,['OL'],17193.0,9999999.0,T,,,"{'channel_id': '1113708810746228737', 'rookie_year': '2023'}",1543FBE3F703,Surgery
,,,Foster,,othafoster,nfl,,Varnado (LA),,West Alabama,Otha,True,,,Otha Foster,,33.0,199,,,Active,[],,,#othafoster-NFL-FA-42,foster,71,42.0,1613,otha,,,,,347b180f-0093-43a0-8f5b-3643b472abb8,1988-09-27,15295.0,27172.0,,16258.0,9.0,['DB'],11742.0,9999999.0,SS,,,{'channel_id': '1116852749732937728'},,
,,,Woodbey,,jaidenwoodbey,nfl,,St. John Bosco (FL),,Boston College,Jaiden,True,,,Jaiden Woodbey,,23.0,222,1110059.0,,Active,[],,,#jaidenwoodbey-NFL-FA-48,woodbey,72,48.0,11166,jaiden,,,,,3c8ce730-e8e7-11ed-82bb-714e15733e73,2000-01-20,,,,,1.0,['LB'],17479.0,9999999.0,LB,,,{'channel_id': '1116852659291160576'},,
,,,McCray,,demetriusmccray,nfl,,Newton (GA),,Appalachian State,Demetrius,False,,1510279502254.0,Demetrius McCray,,29.0,200,,,Injured Reserve,[],,,#demetriusmccray-NFL-FA-25,mccray,"6'2""",25.0,1448,demetrius,,,,,653c4a56-2405-4402-ab89-7b298fd28a57,1991-05-11,15017.0,26833.0,,16005.0,7.0,['DB'],8959.0,9999999.0,CB,,,,,
,,DAL,Vaughn,,deucevaughn,nfl,,Cedar Ridge (TX),RB,Kansas State,Deuce,True,,1724600133019.0,Deuce Vaughn,,22.0,176,1228925.0,4.0,Active,[],,,#deucevaughn-NFL-DAL-42,vaughn,66,42.0,9505,deuce,,,,,e444229e-c262-40a7-bb89-61d4b774da55,2001-11-02,,,,,1.0,['RB'],17003.0,280.0,RB,,,"{'channel_id': '1113708856904544256', 'rookie_year': '2023'}",A25DDE4E579B,
,,,Gabbert,,blainegabbert,nfl,00-0027948,Parkway West (MO),,Missouri,Blaine,True,,1704696929145.0,Blaine Gabbert,6451.0,34.0,235,463393.0,,Active,[],,,#blainegabbert-NFL-FA-9,gabbert,76,9.0,862,blaine,,,,,de816e24-8442-49a4-99cd-dde7e7c05863,1989-10-15,12982.0,24797.0,,13987.0,13.0,['QB'],7248.0,451.0,QB,,463393.0,"{'channel_id': '1116853506720923648', 'rookie_year': '2011'}",C81EE2171A61,
,,,Smith,,shaqsmith,nfl,,IMG Academy (FL),,Maryland,Shaq,True,,,Shaq Smith,,24.0,245,913531.0,,Active,[],,,#shaqsmith-NFL-FA-0,smith,74,0.0,7913,shaq,,,,,c00879d3-d07e-449d-a9d1-5b3aa4d1b375,1997-03-26,,,,,1.0,['LB'],15666.0,,LB,,,{'channel_id': '1116853434557923328'},,
,,,Smith,,rodneysmith,nfl,00-0031900,Paul Harding (IN),,Ohio State,Rodney,True,,1629254448378.0,Rodney Smith,10784.0,30.0,235,,,Active,[],,,#rodneysmith-NFL-FA-0,smith,71,0.0,2892,rodney,,,,,37339e36-741c-4c1c-a9ab-bd89ed866fa0,1992-01-10,17360.0,28718.0,,2512197.0,7.0,['RB'],10630.0,9999999.0,RB,,553688.0,{'channel_id': '1116852824643207168'},,
,,,Fry,,elliottfry,nfl, 00-0034921,Prince of Peace Christian (TX),,South Carolina,Elliott,True,,1695768937629.0,Elliott Fry,,28.0,170,744596.0,,Active,[],,,#elliottfry-NFL-FA-39,fry,72,39.0,6208,elliott,,,,,67da0db1-ed58-435d-b8bf-f7ffa02d8a24,1994-12-12,21105.0,31831.0,,3048898.0,4.0,['K'],13943.0,9999999.0,K,,744596.0,{'channel_id': '1116853217330724864'},,
,,,Freeman,,devontafreeman,nfl,00-0031285,Miami Central (FL),,Florida State,Devonta,True,,1642179319366.0,Devonta Freeman,9423.0,30.0,206,592914.0,,Active,[],,,#devontafreeman-NFL-FA-33,freeman,68,33.0,2168,devonta,,,,,2e50c78f-fa3b-48cf-8531-6eeddc93d88d,1992-03-15,16524.0,27631.0,,16944.0,8.0,['RB'],9326.0,339.0,RB,,592914.0,{'channel_id': '1116852784990257152'},,
Questionable,,,Swaim,,geoffswaim,nfl,00-0032141,Pleasant Valley (CA),,Texas,Geoff,True,,1703129125662.0,Geoff Swaim,10617.0,30.0,260,728021.0,,Active,[],,Calf,#geoffswaim-NFL-FA-87,swaim,76,87.0,2545,geoff,,,,,d0f9112d-2496-450a-9fc5-d2d01b4d2454,1993-09-16,17005.0,28634.0,,3046704.0,9.0,['TE'],10507.0,635.0,TE,,728021.0,"{'channel_id': '1116852813775765504', 'rookie_year': '2015'}",F68855EEACE3,
,,,West,,dariuswest,nfl,,,,Kentucky,Darius,False,,,Darius West,,,204,,,Inactive,[],,,#dariuswest-NFL-FA-0,west,"5'11""",0.0,6162,darius,,,,,,,20980.0,,,,0.0,['DB'],,9999999.0,S,,,,,
,,,Frey,,chrisfrey,nfl,00-0034580,Upper Arlington,,Michigan State,Chris,True,,,Chris Frey,,26.0,238,,,Active,[],,,#chrisfrey-NFL-FA-50,frey,74,50.0,5511,chris,,,,,8488c04c-1972-415b-85b9-84829ee09f11,1995-06-23,20258.0,31305.0,,3121376.0,4.0,['LB'],13234.0,9999999.0,LB,,,{'channel_id': '1116853114385727488'},,
,,,Croston,,colecroston,nfl,00-0033383,Sergeant Bluff-Luton (IA),,Iowa,Cole,False,,1565652342743.0,Cole Croston,,28.0,310,,,Inactive,[],,,#colecroston-NFL-FA-0,croston,77,0.0,4417,cole,,,,,3a3a9ed8-e941-49cf-bc32-331424d0bd42,1993-12-25,19277.0,30657.0,,2991684.0,5.0,['OL'],12429.0,9999999.0,G,,,,,
